# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=9][T/m^n] 
+7.3700000000000003e+01 +1.5835709341898688e-01 -9.7738245270736812e+01 +2.5723656204352254e+04 -3.3792171473987662e+05 -1.9099543045509562e+09 
+7.3799999999999997e+01 +1.5744531174656451e-01 -9.7050074467376760e+01 +2.5566666788375860e+04 -4.7302771465576993e+05 -1.7750608352629640e+09 
+7.3900000000000006e+01 +1.5653935967807203e-01 -9.6366693009799988e+01 +2.5402657560701286e+04 -5.6841126760619995e+05 -1.6990878541235266e+09 
+7.4000000000000000e+01 +1.5563919585926930e-01 -9.5687996202289568e+01 +2.5230146450319317e+04 -6.1566745832983754e+05 -1.6959319944070311e+09 
+7.4100000000000009e+01 +1.5474477919320392e-01 -9.5013909799235066e+01 +2.5048258742462949e+04 -6.0966965405249444e+05 -1.7742174566307969e+09 
+7.4200000000000003e+01 +1.5385606961531403e-01 -9.4344481490048054e+01 +2.4858550662099358e+04 -5.5841065225635795e+05 -1.9214700055415606e+09 
+7.4299999999999997e+01 +1.5297302731888140e-01 -9.3679789437774005e+01 +2.4663186058415617e+04 -4.7316265690036392e+05 -2.1199414105791745e+09 
+7.4400000000000006e+01 +1.5209561249764558e-01 -9.3019911824187290e+01 +2.4464328988344962e+04 -3.6519872576995543e+05 -2.3518822728950214e+09 
+7.4500000000000000e+01 +1.5122378534468334e-01 -9.2364926803344986e+01 +2.4264143196693094e+04 -2.4579061957061419e+05 -2.5995449833966074e+09 
+7.4600000000000009e+01 +1.5035750605354450e-01 -9.1714912549752881e+01 +2.4064792663491466e+04 -1.2621109127665644e+05 -2.8451805485119429e+09 
+7.4700000000000003e+01 +1.4949673481766915e-01 -9.1069947232341065e+01 +2.3868441298891230e+04 -1.7732582561450454e+04 -3.0710404257791572e+09 
+7.4799999999999997e+01 +1.4864143183032039e-01 -9.0430109013554812e+01 +2.3677252946119090e+04 +6.8372725645268089e+04 -3.2593764149556770e+09 
+7.4900000000000006e+01 +1.4779155728504942e-01 -8.9795476067014206e+01 +2.3493391568734733e+04 +1.2083216744022170e+05 -3.3924396614692178e+09 
+7.5000000000000000e+01 +1.4694707137508486e-01 -8.9166126553631585e+01 +2.3319020992239493e+04 +1.2837363686579480e+05 -3.4524820699123936e+09 
+7.5100000000000009e+01 +1.4610793477694956e-01 -8.8542103733423104e+01 +2.3155676749580307e+04 +8.3007335500399626e+04 -3.4269769122921906e+09 
+7.5200000000000003e+01 +1.4527411009904004e-01 -8.7923311209914743e+01 +2.3002380617424849e+04 -1.0124894495124465e+04 -3.3242862329492903e+09 
+7.5299999999999997e+01 +1.4444556043286513e-01 -8.7309617678702594e+01 +2.2857526004838190e+04 -1.4259860380588513e+05 -3.1579938444920831e+09 
+7.5400000000000006e+01 +1.4362224886988623e-01 -8.6700891833224986e+01 +2.2719506294819108e+04 -3.0598922869539232e+05 -2.9416837242658072e+09 
+7.5500000000000000e+01 +1.4280413850141596e-01 -8.6097002360791919e+01 +2.2586714802472572e+04 -4.9187192715457210e+05 -2.6889402292503557e+09 
+7.5600000000000009e+01 +1.4199119241899485e-01 -8.5497817958309184e+01 +2.2457544951235999e+04 -6.9182230804923968e+05 -2.4133470936289020e+09 
+7.5700000000000003e+01 +1.4118337371414311e-01 -8.4903207321741633e+01 +2.2330390153298002e+04 -8.9741593147906137e+05 -2.1284881210330489e+09 
+7.5799999999999997e+01 +1.4038064547806789e-01 -8.4313039133823892e+01 +2.2203643670930087e+04 -1.1002277319384301e+06 -1.8479479809493299e+09 
+7.5900000000000006e+01 +1.3958297080255611e-01 -8.3727182101911538e+01 +2.2075699046425525e+04 -1.2918338158986354e+06 -1.5853097169891489e+09 
+7.6000000000000000e+01 +1.3879031277877163e-01 -8.3145504907047396e+01 +2.1944949523560834e+04 -1.4638090419598841e+06 -1.3541581028304896e+09 
+7.6100000000000009e+01 +1.3800263502534288e-01 -8.2567893028283649e+01 +2.1810084178324934e+04 -1.6093833876364285e+06 -1.1652755767414336e+09 
+7.6200000000000003e+01 +1.3721990326867989e-01 -8.1994299050437746e+01 +2.1670974446638364e+04 -1.7284032824117322e+06 -1.0182407882293767e+09 
+7.6299999999999997e+01 +1.3644208376235525e-01 -8.1424692343866553e+01 +2.1527787456208524e+04 -1.8223696891585963e+06 -9.0983086263993156e+08 
+7.6400000000000006e+01 +1.3566914275994751e-01 -8.0859042279180073e+01 +2.1380690338453125e+04 -1.8927835898990971e+06 -8.3682289430467272e+08 
+7.6500000000000000e+01 +1.3490104651505627e-01 -8.0297318227388786e+01 +2.1229850225380378e+04 -1.9411459569804952e+06 -7.9599400373030186e+08 
+7.6600000000000009e+01 +1.3413776128098076e-01 -7.9739489547856479e+01 +2.1075434124466421e+04 -1.9689572644651185e+06 -7.8412197949302137e+08 
+7.6700000000000003e+01 +1.3337925331155062e-01 -7.9185525621084949e+01 +2.0917609273964361e+04 -1.9777189248789710e+06 -7.9798333569874489e+08 
+7.6800000000000011e+01 +1.3262548886009481e-01 -7.8635395807317963e+01 +2.0756542688756905e+04 -1.9689314360396399e+06 -8.3435583512619531e+08 
+7.6900000000000006e+01 +1.3187643418026446e-01 -7.8089069480349494e+01 +2.0592401536736954e+04 -1.9440959324641179e+06 -8.9001636132579470e+08 
+7.7000000000000000e+01 +1.3113205552554313e-01 -7.7546516006279390e+01 +2.0425352894243846e+04 -1.9047131543961426e+06 -9.6174235563116956e+08 
+7.7100000000000009e+01 +1.3039232000355050e-01 -7.7007717289611264e+01 +2.0255656342946368e+04 -1.8524518245290688e+06 -1.0463924548551875e+09 
+7.7200000000000003e+01 +1.2965719813829962e-01 -7.6472705376556831e+01 +2.0083941311432751e+04 -1.7896517553770943e+06 -1.1411513524107440e+09 
+7.7300000000000011e+01 +1.2892666130805003e-01 -7.5941524856160115e+01 +1.9910929781988751e+04 -1.7188209387050574e+06 -1.2432846697356710e+09 
+7.7400000000000006e+01 +1.2820068089094860e-01 -7.5414220312128336e+01 +1.9737343672394185e+04 -1.6424670855441631e+06 -1.3500584284470053e+09 
+7.7500000000000000e+01 +1.2747922826477182e-01 -7.4890836313568201e+01 +1.9563904741621063e+04 -1.5630972618337041e+06 -1.4587395261764293e+09 
+7.7600000000000009e+01 +1.2676227480799460e-01 -7.4371417458025761e+01 +1.9391335064598377e+04 -1.4832198363364066e+06 -1.5665930715745881e+09 
+7.7700000000000003e+01 +1.2604979189855475e-01 -7.3856008320664927e+01 +1.9220356463976357e+04 -1.4053421272012836e+06 -1.6708856263929250e+09 
+7.7800000000000011e+01 +1.2534175091481597e-01 -7.3344653494770895e+01 +1.9051690968908530e+04 -1.3319723182887943e+06 -1.7688825497471633e+09 
+7.7900000000000006e+01 +1.2463812323465646e-01 -7.2837397553244756e+01 +1.8886060378601454e+04 -1.2656176367798594e+06 -1.8578505219964368e+09 
+7.8000000000000000e+01 +1.2393888023643183e-01 -7.2334285088349546e+01 +1.8724186705638876e+04 -1.2087861829277575e+06 -1.9350550326291203e+09 
+7.8100000000000009e+01 +1.2324399265180354e-01 -7.1835340341992122e+01 +1.8566648971404069e+04 -1.1636364622073907e+06 -1.9979613916334274e+09 
+7.8200000000000003e+01 +1.2255342862852789e-01 -7.1340506269433476e+01 +1.8413455485610692e+04 -1.1309336937557370e+06 -2.0448272800612757e+09 
+7.8300000000000011e+01 +1.2186715566771199e-01 -7.0849705476014478e+01 +1.8264471561860213e+04 -1.1110934542950667e+06 -2.0741102919783781e+09 
+7.8400000000000006e+01 +1.2118514127068356e-01 -7.0362860577185202e+01 +1.8119562633011636e+04 -1.1045318301911440e+06 -2.0842673049909582e+09 
+7.8500000000000000e+01 +1.2050735293891773e-01 -6.9879894193773950e+01 +1.7978594187540693e+04 -1.1116651259336080e+06 -2.0737549080420485e+09 
+7.8600000000000009e+01 +1.1983375817344691e-01 -6.9400728928379621e+01 +1.7841431510155853e+04 -1.1329088027040092e+06 -2.0410308507989140e+09 
+7.8700000000000003e+01 +1.1916432447569945e-01 -6.8925287400505738e+01 +1.7707940079003605e+04 -1.1686791352155211e+06 -1.9845517500848958e+09 
+7.8800000000000011e+01 +1.1849901934709439e-01 -6.8453492228632427e+01 +1.7577985355368713e+04 -1.2193923117364363e+06 -1.9027743591238699e+09 
+7.8900000000000006e+01 +1.1783781028859550e-01 -6.7985266012553510e+01 +1.7451432593553945e+04 -1.2854636713393766e+06 -1.7941565913272297e+09 
+7.9000000000000000e+01 +1.1718066480181302e-01 -6.7520531379199028e+01 +1.7328147353287695e+04 -1.3673098209893438e+06 -1.6571546123616416e+09 
+7.9100000000000009e+01 +1.1652755198990672e-01 -6.7059220028386932e+01 +1.7207894361773779e+04 -1.4644714553142737e+06 -1.4918610995845723e+09 
+7.9200000000000003e+01 +1.1587844736397672e-01 -6.6601300026509747e+01 +1.7090035872463457e+04 -1.5729892065718048e+06 -1.3049098015402119e+09 
+7.9300000000000011e+01 +1.1523332803761001e-01 -6.6146748551167519e+01 +1.6973833731535931e+04 -1.6880295442090919e+06 -1.1045685818335612e+09 
+7.9400000000000006e+01 +1.1459217112367373e-01 -6.5695542751082812e+01 +1.6858549468237768e+04 -1.8047576435195042e+06 -8.9910706728654659e+08 
+7.9500000000000000e+01 +1.1395495373557517e-01 -6.5247659796830447e+01 +1.6743444852771376e+04 -1.9183396666022313e+06 -6.9679353757057011e+08 
+7.9600000000000009e+01 +1.1332165298644074e-01 -6.4803076847538762e+01 +1.6627781528226838e+04 -2.0239412520740428e+06 -5.0589699012381363e+08 
+7.9700000000000003e+01 +1.1269224598951438e-01 -6.4361771067343369e+01 +1.6510821195539786e+04 -2.1167282840929725e+06 -3.3468607778633749e+08 
+7.9800000000000011e+01 +1.1206670985813336e-01 -6.3923719623806747e+01 +1.6391825590082448e+04 -2.1918667771141790e+06 -1.9142928703028518e+08 
+7.9900000000000006e+01 +1.1144502170524945e-01 -6.3488899669125189e+01 +1.6270056279781467e+04 -2.2445220658658189e+06 -8.4396026042600274e+07 
+8.0000000000000000e+01 +1.1082715864437737e-01 -6.3057288378009112e+01 +1.6144775079189931e+04 -2.2698604909896990e+06 -2.1854333527891852e+07 
+8.0100000000000009e+01 +1.1021309686225361e-01 -6.2628864404826665e+01 +1.6015522269061821e+04 -2.2648016974530802e+06 -9.1479556371307299e+06 
+8.0200000000000003e+01 +1.0960280884099251e-01 -6.2203612421729495e+01 +1.5882953078797969e+04 -2.2332829622871415e+06 -3.9917463576529168e+07 
+8.0300000000000011e+01 +1.0899626613591951e-01 -6.1781518579094126e+01 +1.5748001181419651e+04 -2.1809947555397465e+06 -1.0487930657288583e+08 
+8.0400000000000006e+01 +1.0839344030281280e-01 -6.1362569046511680e+01 +1.5611600468484821e+04 -2.1136284618546395e+06 -1.9474866513598400e+08 
+8.0500000000000000e+01 +1.0779430289733662e-01 -6.0946749988292311e+01 +1.5474684768121680e+04 -2.0368751905356089e+06 -3.0024111180900133e+08 
+8.0600000000000009e+01 +1.0719882547497719e-01 -6.0534047561890851e+01 +1.5338187835624545e+04 -1.9564257608724255e+06 -4.1207260652415311e+08 
+8.0700000000000003e+01 +1.0660697959149766e-01 -6.0124447935823987e+01 +1.5203043547149615e+04 -1.8779714838652345e+06 -5.2095844121696138e+08 
+8.0800000000000011e+01 +1.0601873680245584e-01 -5.9717937270566466e+01 +1.5070185692157493e+04 -1.8072033211876694e+06 -6.1761437898197412e+08 
+8.0900000000000006e+01 +1.0543406866336526e-01 -5.9314501724072095e+01 +1.4940548027188788e+04 -1.7498120851714131e+06 -6.9275640127146888e+08 
+8.1000000000000000e+01 +1.0485294672993076e-01 -5.8914127462955207e+01 +1.4815064410272144e+04 -1.7114890201568087e+06 -7.3709988378230393e+08 
+8.1100000000000009e+01 +1.0427534400193293e-01 -5.8516799202513177e+01 +1.4694403934364394e+04 -1.6962729052419472e+06 -7.4409678696509051e+08 
+8.1200000000000003e+01 +1.0370123925522734e-01 -5.8122495844019006e+01 +1.4578176536368337e+04 -1.7015922650067310e+06 -7.1814595107443500e+08 
+8.1300000000000011e+01 +1.0313061270987990e-01 -5.7731194844260784e+01 +1.4465727472368726e+04 -1.7232235280538080e+06 -6.6638227348424006e+08 
+8.1400000000000006e+01 +1.0256344458624411e-01 -5.7342873671326274e+01 +1.4356402120726350e+04 -1.7569436173531679e+06 -5.9593998286457455e+08 
+8.1500000000000000e+01 +1.0199971510412335e-01 -5.6957509770548356e+01 +1.4249545605663501e+04 -1.7985284059761351e+06 -5.1395475039725780e+08 
+8.1600000000000009e+01 +1.0143940448380195e-01 -5.6575080607395002e+01 +1.4144503277720427e+04 -1.8437547057286538e+06 -4.2756095391207457e+08 
+8.1700000000000003e+01 +1.0088249294540418e-01 -5.6195563640367673e+01 +1.4040620407689576e+04 -1.8883989940781465e+06 -3.4389343510814285e+08 
+8.1800000000000011e+01 +1.0032896070875713e-01 -5.5818936316151586e+01 +1.3937242136997125e+04 -1.9282372204744786e+06 -2.7008775530091488e+08 
+8.1900000000000006e+01 +9.9778787994143234e-02 -5.5445176099866401e+01 +1.3833713810796304e+04 -1.9590461707299997e+06 -2.1327833145716932e+08 
+8.2000000000000000e+01 +9.9231955021703316e-02 -5.5074260450831602e+01 +1.3729380709710382e+04 -1.9766023644892776e+06 -1.8059994605887786e+08 
+8.2100000000000009e+01 +9.8688441111810910e-02 -5.4706160566281298e+01 +1.3623723349943353e+04 -1.9777681751694044e+06 -1.7720575894859543e+08 
+8.2200000000000003e+01 +9.8148221986906550e-02 -5.4340822639653588e+01 +1.3516763670433755e+04 -1.9637513259252480e+06 -2.0031983286166856e+08 
+8.2300000000000011e+01 +9.7611272469499549e-02 -5.3978186596067196e+01 +1.3408658779960268e+04 -1.9368451330926842e+06 -2.4518495504616553e+08 
+8.2400000000000006e+01 +9.7077567382475749e-02 -5.3618192375481399e+01 +1.3299565948296957e+04 -1.8993435651606319e+06 -3.0704302932279408e+08 
+8.2500000000000000e+01 +9.6547081548273947e-02 -5.3260779899518688e+01 +1.3189642241036574e+04 -1.8535397481101574e+06 -3.8113711655955416e+08 
+8.2600000000000009e+01 +9.6019789789783941e-02 -5.2905889109088719e+01 +1.3079044943635432e+04 -1.8017277290503962e+06 -4.6270899905643946e+08 
+8.2700000000000003e+01 +9.5495666929567666e-02 -5.2553459930225749e+01 +1.2967931166629778e+04 -1.7462008079135085e+06 -5.4700151005492270e+08 
+8.2800000000000011e+01 +9.4974687790425824e-02 -5.2203432300285790e+01 +1.2856458156650280e+04 -1.6892528738224271e+06 -6.2925664652693951e+08 
+8.2900000000000006e+01 +9.4456827195062237e-02 -5.1855746151620565e+01 +1.2744783097986539e+04 -1.6331775404673638e+06 -7.0471680159659612e+08 
+8.3000000000000000e+01 +9.3942059965995306e-02 -5.1510341409505124e+01 +1.2633063099268307e+04 -1.5802681177533444e+06 -7.6862477738126767e+08 
+8.3100000000000009e+01 +9.3430362556123803e-02 -5.1167178157991650e+01 +1.2521490900616034e+04 -1.5324563155162090e+06 -8.1722877951872408e+08 
+8.3200000000000003e+01 +9.2921717938071552e-02 -5.0826297044291081e+01 +1.2410400976884594e+04 -1.4902242038115112e+06 -8.5080305279469538e+08 
+8.3300000000000011e+01 +9.2416110714804725e-02 -5.0487758873326214e+01 +1.2300163425873880e+04 -1.4536922268695349e+06 -8.7062727122398114e+08 
+8.3400000000000006e+01 +9.1913525488889300e-02 -5.0151624433730973e+01 +1.2191148164684799e+04 -1.4229800847574901e+06 -8.7798212966968036e+08 
+8.3500000000000000e+01 +9.1413946863186546e-02 -4.9817954525802485e+01 +1.2083725237233199e+04 -1.3982079924330525e+06 -8.7414762406610894e+08 
+8.3600000000000009e+01 +9.0917359440501583e-02 -4.9486809947561412e+01 +1.1978264662460399e+04 -1.3794960630004806e+06 -8.6040388897202146e+08 
+8.3700000000000003e+01 +9.0423747823659556e-02 -4.9158251498531364e+01 +1.1875136480168474e+04 -1.3669645064929903e+06 -8.3803091548004794e+08 
+8.3800000000000011e+01 +8.9933096615362432e-02 -4.8832339972529361e+01 +1.1774710662703366e+04 -1.3607332443912630e+06 -8.0830910063707173e+08 
+8.3900000000000006e+01 +8.9445390418361387e-02 -4.8509136165366471e+01 +1.1677357204413129e+04 -1.3609222884160797e+06 -7.7251871807380342e+08 
+8.4000000000000000e+01 +8.8960613835636984e-02 -4.8188700882760259e+01 +1.1583446213007894e+04 -1.3676521260602709e+06 -7.3193938043934429e+08 
+8.4100000000000009e+01 +8.8478750283036200e-02 -4.7871070308247234e+01 +1.1493228152871745e+04 -1.3809511317256109e+06 -6.8758375675991511e+08 
+8.4200000000000003e+01 +8.7999778429719649e-02 -4.7556182213886359e+01 +1.1406475785061099e+04 -1.4004828445718645e+06 -6.3939174704610682e+08 
+8.4300000000000011e+01 +8.7523675758111527e-02 -4.7243949766661629e+01 +1.1322842422776574e+04 -1.4258195104002387e+06 -5.8703516940022993e+08 
+8.4400000000000006e+01 +8.7050419750595284e-02 -4.6934286131349509e+01 +1.1241981351144514e+04 -1.4565332494782479e+06 -5.3018602390670091e+08 
+8.4500000000000000e+01 +8.6579987889598531e-02 -4.6627104474866513e+01 +1.1163545881779386e+04 -1.4921962996895616e+06 -4.6851614023957586e+08 
+8.4600000000000009e+01 +8.6112357657271849e-02 -4.6322317952752130e+01 +1.1087189198744320e+04 -1.5323803688813187e+06 -4.0169808055590701e+08 
+8.4700000000000003e+01 +8.5647506536291176e-02 -4.6019839741865383e+01 +1.1012564722462597e+04 -1.5766581379953302e+06 -3.2940307238117403e+08 
+8.4800000000000011e+01 +8.5185412008939254e-02 -4.5719583003388209e+01 +1.0939325701755384e+04 -1.6246015882062754e+06 -2.5130329596718130e+08 
+8.4900000000000006e+01 +8.4726051557480628e-02 -4.5421460897094384e+01 +1.0867125365341752e+04 -1.6757826054271462e+06 -1.6707107453053576e+08 
+8.5000000000000000e+01 +8.4269402664465906e-02 -4.5125386595310779e+01 +1.0795617087103925e+04 -1.7297736892236536e+06 -7.6377874342706129e+07 
+8.5100000000000009e+01 +8.3815444057007971e-02 -4.4831285616551348e+01 +1.0724470231585421e+04 -1.7859606722930530e+06 +2.0617554943105575e+07 
+8.5200000000000003e+01 +8.3364159441911917e-02 -4.4539132927765984e+01 +1.0653418865103369e+04 -1.8429858518649531e+06 +1.2181171142699410e+08 
+8.5300000000000011e+01 +8.2915533770713534e-02 -4.4248915849514255e+01 +1.0582213130780014e+04 -1.8993052233276458e+06 +2.2461432039184424e+08 
+8.5400000000000006e+01 +8.2469551995054916e-02 -4.3960621706812653e+01 +1.0510603222030828e+04 -1.9533749914549578e+06 +3.2643539652028877e+08 
+8.5500000000000000e+01 +8.2026199066511693e-02 -4.3674237821735559e+01 +1.0438339297920938e+04 -2.0036512147205875e+06 +4.2468474901874781e+08 
+8.5600000000000009e+01 +8.1585459936655461e-02 -4.3389751516658009e+01 +1.0365171524046411e+04 -2.0485899874621392e+06 +5.1677224516608840e+08 
+8.5700000000000003e+01 +8.1147319556964567e-02 -4.3107150109808195e+01 +1.0290850017918498e+04 -2.0866472006497032e+06 +6.0010746828995883e+08 
+8.5800000000000011e+01 +8.0711762879223992e-02 -4.2826420931925199e+01 +1.0215125035500547e+04 -2.1162793135429290e+06 +6.7210077879501534e+08 
+8.5900000000000006e+01 +8.0278774854958782e-02 -4.2547551303272648e+01 +1.0137746717526861e+04 -2.1359423140461040e+06 +7.3016189391210043e+08 
+8.6000000000000000e+01 +7.9848340435663981e-02 -4.2270528542776688e+01 +1.0058465189310697e+04 -2.1440921254443289e+06 +7.7170044153891003e+08 
+8.6100000000000009e+01 +7.9420444294630479e-02 -4.1995343072641589e+01 +9.9771325076685862e+03 -2.1397076766876834e+06 +7.9491748956130731e+08 
+8.6200000000000003e+01 +7.8995069991725245e-02 -4.1721997703256790e+01 +9.8940081792963520e+03 -2.1238587868381911e+06 +8.0117831938231301e+08 
+8.6300000000000011e+01 +7.8572200808291998e-02 -4.1450498334824211e+01 +9.8094534897917365e+03 -2.0981376436288944e+06 +7.9263877051889110e+08 
+8.6400000000000006e+01 +7.8151820025899904e-02 -4.1180850877026920e+01 +9.7238298324095194e+03 -2.0641368853479489e+06 +7.7145530776276898e+08 
+8.6500000000000000e+01 +7.7733910925874811e-02 -4.0913061229434568e+01 +9.6374984863348000e+03 -2.0234486750224011e+06 +7.3978373848350155e+08 
+8.6600000000000009e+01 +7.7318456789787104e-02 -4.0647135301959942e+01 +9.5508208486064905e+03 -1.9776656700614542e+06 +6.9978055727277660e+08 
+8.6700000000000003e+01 +7.6905440899048119e-02 -4.0383078997571253e+01 +9.4641582357759617e+03 -1.9283801865716730e+06 +6.5360178072042775e+08 
+8.6800000000000011e+01 +7.6494846535063693e-02 -4.0120898219188483e+01 +9.3778719647890648e+03 -1.8771845444733854e+06 +6.0340343254658961e+08 
+8.6900000000000006e+01 +7.6086656979395831e-02 -3.9860598876198274e+01 +9.2923234257444910e+03 -1.8256713697706996e+06 +5.5134196165644455e+08 
+8.7000000000000000e+01 +7.5680855513373516e-02 -3.9602186868431488e+01 +9.2078739016390427e+03 -1.7754328436900685e+06 +4.9957320279748940e+08 
+8.7100000000000009e+01 +7.5277425953663338e-02 -3.9345666698836069e+01 +9.1248263420100266e+03 -1.7278090970429122e+06 +4.4994738162016070e+08 
